product_id,product_name,category,review_text,rating,timestamp,reviewer_id,language_type
P10015,OnePlus 11,iOS Phone,The phone gets laggy even during basic tasks. My OnePlus 11 experience was bad.,2,2025-01-27 06:30:00,R3369,Hinglish
P10016,Oppo A78,Android Phone,"Top-class device, because waiting is now my new hobby. I am talking about the Oppo A78.",2,2024-09-30 00:05:00,R9318,Hindi-English
P10017,Motorola G84,Mobile Phone,The build quality feels premium and solid. I liked the Motorola G84.,5,2025-07-05 16:31:00,R8316,Hindi-English
P10018,Motorola Edge 40,Android Phone,"So fast, I had time to make tea while it loaded. I am talking about the Motorola Edge 40.",2,2024-09-01 19:31:00,R4090,Tamil-English
P10019,Samsung Galaxy S23,Android Phone,Fingerprint sensor is fast and accurate. I liked the Samsung Galaxy S23.,4,2025-01-25 13:10:00,R8749,Hinglish
P10020,Xiaomi Redmi Note 13,Android Phone,Battery drains too fast and barely lasts half a day. My Xiaomi Redmi Note 13 experience was bad.,1,2025-03-26 03:24:00,R2644,Tamil-English
P10021,Oppo A78,Mobile Phone,"Fantastic performance, as long as you do nothing at all. I am talking about the Oppo A78.",2,2025-04-25 09:02:00,R2225,Hindi-English
P10022,iPhone 14,Android Phone,Charging speed is slower than expected. My iPhone 14 experience was bad.,1,2025-01-24 10:48:00,R9742,Tamil-English
P10023,iPhone 14,Mobile Phone,The phone gets laggy even during basic tasks. My iPhone 14 experience was bad.,1,2024-08-20 03:05:00,R5708,Tamil-English
P10024,Motorola Edge 40,Mobile Phone,Battery drains too fast and barely lasts half a day. My Motorola Edge 40 experience was bad.,2,2024-01-30 01:34:00,R5906,Hindi-English
P10025,Vivo T2,Android Phone,Not worth the money at all. My Vivo T2 experience was bad.,1,2024-05-29 08:20:00,R8056,Tamil-English
P10026,Xiaomi 13 Pro,Mobile Phone,It keeps hanging and restarting randomly. My Xiaomi 13 Pro experience was bad.,1,2025-09-16 13:03:00,R2293,Hinglish
P10027,OnePlus 11,iOS Phone,It keeps hanging and restarting randomly. My OnePlus 11 experience was bad.,2,2025-04-15 08:42:00,R5161,English
P10028,Poco X6 Pro,Mobile Phone,Storage fills up too quickly for normal use. My Poco X6 Pro experience was bad.,2,2025-03-28 11:47:00,R2210,Hindi-English
P10029,Motorola Edge 40,Android Phone,"So fast, I had time to make tea while it loaded. I am talking about the Motorola Edge 40.",2,2025-01-28 16:29:00,R4263,English
P10030,Vivo T2,Android Phone,The device heats up too much after short use. My Vivo T2 experience was bad.,1,2024-01-23 22:28:00,R5837,Tamil-English
P10031,Samsung Galaxy S23,iOS Phone,"So fast, I had time to make tea while it loaded. I am talking about the Samsung Galaxy S23.",1,2024-08-23 20:43:00,R5689,Hindi-English
P10032,Realme Narzo 60,Mobile Phone,"Premium feel, budget-level performance. I am talking about the Realme Narzo 60.",2,2025-10-04 22:03:00,R2591,English
P10033,Samsung Galaxy S23,Android Phone,Storage fills up too quickly for normal use. My Samsung Galaxy S23 experience was bad.,1,2024-04-02 10:04:00,R3153,Hindi-English
P10034,OnePlus Nord CE 3,Mobile Phone,Great camera if you enjoy blurry photos. I am talking about the OnePlus Nord CE 3.,2,2025-01-09 18:07:00,R9837,Hindi-English
P10035,Motorola G84,Android Phone,"Camera quality is disappointing, especially in low light. My Motorola G84 experience was bad.",1,2024-04-27 15:59:00,R6549,English
P10036,Oppo Reno 11,Android Phone,Charging speed is slower than expected. My Oppo Reno 11 experience was bad.,1,2025-02-08 00:28:00,R2479,Hindi-English
P10037,Motorola Edge 40,Android Phone,Battery is excellent — it dies before lunch. I am talking about the Motorola Edge 40.,1,2025-08-21 13:00:00,R5295,Hindi-English
P10038,Motorola G84,Smartphone,Fingerprint sensor is fast and accurate. I liked the Motorola G84.,5,2025-09-16 07:33:00,R6374,English
P10039,Oppo A78,Smartphone,It keeps hanging and restarting randomly. My Oppo A78 experience was bad.,1,2024-02-16 01:16:00,R3290,Hindi-English
P10040,iPhone 15,Mobile Phone,The build quality feels premium and solid. I liked the iPhone 15.,5,2024-05-18 13:15:00,R9807,Tamil-English
P10041,Xiaomi Redmi Note 13,iOS Phone,Great value for money in this price range. I liked the Xiaomi Redmi Note 13.,4,2025-05-16 21:00:00,R2622,Tamil-English
P10042,Vivo T2,Mobile Phone,Battery is excellent — it dies before lunch. I am talking about the Vivo T2.,2,2025-03-31 08:03:00,R8264,Hindi-English
P10043,Poco X6 Pro,Android Phone,Camera quality is excellent and photos come out very sharp. I liked the Poco X6 Pro.,5,2025-02-11 09:25:00,R1992,Hinglish
P10044,iPhone 14,Mobile Phone,"Camera quality is disappointing, especially in low light. My iPhone 14 experience was bad.",1,2024-02-21 11:23:00,R1349,Hinglish
P10045,iPhone 14,Mobile Phone,"Fantastic performance, as long as you do nothing at all. I am talking about the iPhone 14.",1,2024-08-26 11:12:00,R4538,Hinglish
P10046,Realme Narzo 60,Mobile Phone,Camera quality is excellent and photos come out very sharp. I liked the Realme Narzo 60.,4,2025-07-07 08:33:00,R3129,Hinglish
P10047,Xiaomi Redmi Note 13,Smartphone,Battery life is amazing and lasts all day easily. I liked the Xiaomi Redmi Note 13.,4,2024-08-31 20:05:00,R6869,Hindi-English
P10048,Realme Narzo 60,Smartphone,"Top-class device, because waiting is now my new hobby. I am talking about the Realme Narzo 60.",1,2025-03-07 17:57:00,R3076,English
P10049,Motorola G84,iOS Phone,Fingerprint sensor is fast and accurate. I liked the Motorola G84.,4,2025-06-09 20:15:00,R6931,English
P10050,Samsung Galaxy S23,Android Phone,It keeps hanging and restarting randomly. My Samsung Galaxy S23 experience was bad.,2,2025-10-20 01:03:00,R8504,English
P10051,Oppo A78,Smartphone,"Wonderful device, except for the constant heating. I am talking about the Oppo A78.",1,2025-03-30 02:30:00,R9032,English
P10052,iPhone 14,Mobile Phone,Gaming works really well without much heating. I liked the iPhone 14.,5,2025-10-01 21:36:00,R5505,Hindi-English
P10053,Motorola Edge 40,iOS Phone,Gaming works really well without much heating. I liked the Motorola Edge 40.,5,2024-04-27 22:20:00,R2624,Hinglish
P10054,OnePlus 11,iOS Phone,The phone gets laggy even during basic tasks. My OnePlus 11 experience was bad.,2,2025-04-09 13:36:00,R6553,Tamil-English
P10055,Oppo A78,Android Phone,The phone gets laggy even during basic tasks. My Oppo A78 experience was bad.,1,2025-01-18 05:12:00,R5176,Tamil-English
P10056,iPhone 14,Smartphone,Charging speed is slower than expected. My iPhone 14 experience was bad.,1,2024-04-08 12:43:00,R8075,Hinglish
P10057,Poco X6 Pro,Android Phone,"Top-class device, because waiting is now my new hobby. I am talking about the Poco X6 Pro.",1,2025-02-24 12:04:00,R3002,Tamil-English
P10058,Realme GT 6,Android Phone,Performance is smooth and apps open quickly. I liked the Realme GT 6.,5,2024-04-16 19:43:00,R6761,Hinglish
P10059,OnePlus 11,Smartphone,The device heats up too much after short use. My OnePlus 11 experience was bad.,1,2025-07-23 12:32:00,R6736,English
P10060,Oppo A78,Smartphone,The device heats up too much after short use. My Oppo A78 experience was bad.,2,2024-01-30 06:09:00,R5381,Hindi-English
P10061,Vivo T2,Smartphone,Camera quality is excellent and photos come out very sharp. I liked the Vivo T2.,4,2024-05-26 19:19:00,R3972,Tamil-English
P10062,Samsung Galaxy A54,Smartphone,It keeps hanging and restarting randomly. My Samsung Galaxy A54 experience was bad.,2,2024-08-08 12:50:00,R9691,Tamil-English
P10063,Xiaomi 13 Pro,Android Phone,Battery drains too fast and barely lasts half a day. My Xiaomi 13 Pro experience was bad.,1,2024-11-28 19:22:00,R6105,English
P10064,Xiaomi 13 Pro,Smartphone,It keeps hanging and restarting randomly. My Xiaomi 13 Pro experience was bad.,2,2024-10-05 15:07:00,R2336,Tamil-English
P10065,Oppo A78,Android Phone,Perfect for gaming if you like watching lag. I am talking about the Oppo A78.,1,2025-06-08 03:53:00,R4531,Hindi-English
P10066,Realme GT 6,iOS Phone,"The display is bright, clear, and enjoyable to use. I liked the Realme GT 6.",5,2025-11-14 10:31:00,R9633,English
P10067,Samsung Galaxy S23,Smartphone,Great value for money in this price range. I liked the Samsung Galaxy S23.,5,2024-11-04 07:12:00,R4349,Hinglish
P10068,Vivo V27,Smartphone,Performance is smooth and apps open quickly. I liked the Vivo V27.,5,2025-05-24 14:41:00,R1126,Hinglish
P10069,Poco X6 Pro,Mobile Phone,Camera quality is excellent and photos come out very sharp. I liked the Poco X6 Pro.,5,2025-07-26 22:48:00,R9196,Hindi-English
P10070,Samsung Galaxy S23,iOS Phone,"Overall, a very reliable and satisfying phone. I liked the Samsung Galaxy S23.",5,2025-04-15 02:39:00,R1307,Hindi-English
P10071,Oppo Reno 11,iOS Phone,The build quality feels premium and solid. I liked the Oppo Reno 11.,4,2024-04-27 13:49:00,R5743,English
P10072,Motorola Edge 40,Android Phone,Storage fills up too quickly for normal use. My Motorola Edge 40 experience was bad.,2,2025-03-23 03:36:00,R2443,Hinglish
P10073,Nothing Phone 2,Smartphone,The build quality feels premium and solid. I liked the Nothing Phone 2.,4,2024-11-13 11:35:00,R7484,Hinglish
P10074,iPhone 14,Smartphone,Speaker quality is weak and distorted. My iPhone 14 experience was bad.,1,2025-06-06 06:37:00,R9693,Hindi-English
P10075,OnePlus 11,Smartphone,"Fantastic performance, as long as you do nothing at all. I am talking about the OnePlus 11.",1,2024-09-19 06:44:00,R3399,Hinglish
P10076,iPhone 14,Mobile Phone,"Wow, such a great phone — it turned my calls into silence. I am talking about the iPhone 14.",2,2025-04-20 19:14:00,R9095,Tamil-English
P10077,Vivo V27,Mobile Phone,"Wow, such a great phone — it turned my calls into silence. I am talking about the Vivo V27.",2,2024-03-10 16:00:00,R8205,Tamil-English
P10078,Realme Narzo 60,Smartphone,Fingerprint sensor is fast and accurate. I liked the Realme Narzo 60.,5,2025-06-03 02:31:00,R6766,Hindi-English
P10079,Samsung Galaxy S23,Smartphone,"Fantastic performance, as long as you do nothing at all. I am talking about the Samsung Galaxy S23.",2,2024-10-20 02:37:00,R7041,English
P10080,Motorola Edge 40,Smartphone,"Wonderful device, except for the constant heating. I am talking about the Motorola Edge 40.",2,2025-08-08 22:14:00,R8368,Hinglish
P10081,Nothing Phone 2,Mobile Phone,The phone gets laggy even during basic tasks. My Nothing Phone 2 experience was bad.,1,2025-04-06 03:31:00,R2013,Hindi-English
P10082,Samsung Galaxy S23,Mobile Phone,The build quality feels premium and solid. I liked the Samsung Galaxy S23.,5,2025-03-25 17:53:00,R8172,Hinglish
P10083,Realme GT 6,iOS Phone,"Wow, such a great phone — it turned my calls into silence. I am talking about the Realme GT 6.",2,2024-12-12 23:10:00,R7697,English
P10084,iPhone 14,Android Phone,Great value for money in this price range. I liked the iPhone 14.,5,2025-07-25 23:09:00,R2548,Tamil-English
P10085,Xiaomi Redmi Note 13,Android Phone,"Wonderful device, except for the constant heating. I am talking about the Xiaomi Redmi Note 13.",2,2025-08-19 22:39:00,R2335,Hinglish
P10086,Oppo Reno 11,Mobile Phone,"Wow, such a great phone — it turned my calls into silence. I am talking about the Oppo Reno 11.",2,2024-11-13 19:04:00,R2388,Tamil-English
P10087,Xiaomi Redmi Note 13,Smartphone,The build quality feels premium and solid. I liked the Xiaomi Redmi Note 13.,5,2025-06-04 12:21:00,R7937,English
P10088,Xiaomi 13 Pro,Mobile Phone,"Camera quality is disappointing, especially in low light. My Xiaomi 13 Pro experience was bad.",1,2025-05-12 06:33:00,R6598,Hinglish
P10089,iPhone 14,Android Phone,The build quality feels premium and solid. I liked the iPhone 14.,4,2025-06-03 18:25:00,R2657,English
P10090,Oppo Reno 11,Mobile Phone,It keeps hanging and restarting randomly. My Oppo Reno 11 experience was bad.,1,2024-07-04 23:38:00,R3658,Hinglish
P10091,Oppo A78,Android Phone,Fingerprint sensor is fast and accurate. I liked the Oppo A78.,4,2025-03-30 20:50:00,R4891,Hindi-English
P10092,Poco X6 Pro,Mobile Phone,Not worth the money at all. My Poco X6 Pro experience was bad.,2,2025-04-25 06:37:00,R6070,Hindi-English
P10093,Motorola Edge 40,Android Phone,"Camera quality is disappointing, especially in low light. My Motorola Edge 40 experience was bad.",1,2025-05-29 18:00:00,R7256,Tamil-English
P10094,Xiaomi Redmi Note 13,Android Phone,Charging is quick and the phone stays cool. I liked the Xiaomi Redmi Note 13.,4,2025-10-18 16:24:00,R1854,Hindi-English
P10095,Nothing Phone 2,Smartphone,This phone really likes to restart itself for fun. I am talking about the Nothing Phone 2.,1,2024-03-26 05:28:00,R5670,Hindi-English
P10096,Oppo A78,Smartphone,Storage fills up too quickly for normal use. My Oppo A78 experience was bad.,1,2025-04-06 11:55:00,R4637,English
P10097,Oppo Reno 11,Android Phone,Screen brightness is poor and hard to see outdoors. My Oppo Reno 11 experience was bad.,1,2025-01-30 02:47:00,R4862,Hindi-English
P10098,Vivo V27,Smartphone,Great value for money in this price range. I liked the Vivo V27.,5,2024-05-29 04:41:00,R6493,English
P10099,Xiaomi Redmi Note 13,iOS Phone,"Amazing phone, it freezes every time I open an app. I am talking about the Xiaomi Redmi Note 13.",2,2025-09-22 00:10:00,R8349,English
P10100,OnePlus Nord CE 3,Mobile Phone,The phone gets laggy even during basic tasks. My OnePlus Nord CE 3 experience was bad.,2,2025-09-15 18:00:00,R9991,Tamil-English
P10101,OnePlus 11,Android Phone,"Overall, a very reliable and satisfying phone. I liked the OnePlus 11.",5,2024-02-18 08:08:00,R2996,Tamil-English
P10102,iPhone 14,Smartphone,"Wow, such a great phone — it turned my calls into silence. I am talking about the iPhone 14.",1,2025-09-03 18:17:00,R9189,English
P10103,Xiaomi Redmi Note 13,Android Phone,"So fast, I had time to make tea while it loaded. I am talking about the Xiaomi Redmi Note 13.",2,2024-01-02 20:59:00,R8032,Hindi-English
P10104,Xiaomi 13 Pro,Smartphone,Storage fills up too quickly for normal use. My Xiaomi 13 Pro experience was bad.,2,2025-01-04 02:18:00,R9576,English
P10105,Samsung Galaxy S23,iOS Phone,Battery is excellent — it dies before lunch. I am talking about the Samsung Galaxy S23.,2,2024-09-16 00:33:00,R7116,Hindi-English
P10106,OnePlus 11,Smartphone,"A brilliant screen, if you only use it indoors. I am talking about the OnePlus 11.",2,2024-05-16 01:30:00,R6447,Hindi-English
P10107,Xiaomi 13 Pro,iOS Phone,Battery is excellent — it dies before lunch. I am talking about the Xiaomi 13 Pro.,2,2025-10-08 06:13:00,R8840,Hinglish
P10108,Samsung Galaxy S23,Android Phone,The build quality feels premium and solid. I liked the Samsung Galaxy S23.,5,2024-02-14 06:48:00,R4302,English
P10109,Nothing Phone 2,iOS Phone,Screen brightness is poor and hard to see outdoors. My Nothing Phone 2 experience was bad.,2,2025-04-29 08:38:00,R9897,English
P10110,Vivo T2,Smartphone,Perfect for gaming if you like watching lag. I am talking about the Vivo T2.,2,2024-10-06 04:14:00,R6438,Hindi-English
P10111,Motorola Edge 40,iOS Phone,The build quality feels premium and solid. I liked the Motorola Edge 40.,5,2024-07-10 16:56:00,R6554,Tamil-English
P10112,iPhone 14,iOS Phone,Charging speed is slower than expected. My iPhone 14 experience was bad.,2,2025-03-16 20:33:00,R2293,Hinglish
P10113,Vivo V27,Smartphone,Great value for money in this price range. I liked the Vivo V27.,5,2024-12-01 22:33:00,R2311,Hindi-English
P10114,Oppo A78,Mobile Phone,Speaker quality is weak and distorted. My Oppo A78 experience was bad.,2,2024-12-25 15:15:00,R8272,English
P10115,Realme Narzo 60,Smartphone,"Wonderful device, except for the constant heating. I am talking about the Realme Narzo 60.",1,2025-11-18 21:45:00,R2229,Tamil-English
P10116,Samsung Galaxy A54,Mobile Phone,"The display is bright, clear, and enjoyable to use. I liked the Samsung Galaxy A54.",5,2024-02-05 04:18:00,R8179,English
P10117,Vivo T2,iOS Phone,Speaker quality is weak and distorted. My Vivo T2 experience was bad.,2,2025-09-11 05:14:00,R1530,Tamil-English
P10118,Motorola Edge 40,Smartphone,The build quality feels premium and solid. I liked the Motorola Edge 40.,5,2025-06-26 12:31:00,R3255,Tamil-English
P10119,OnePlus 11,Smartphone,Charging is quick and the phone stays cool. I liked the OnePlus 11.,4,2024-07-09 17:02:00,R1424,Tamil-English
P10120,Realme Narzo 60,Android Phone,It keeps hanging and restarting randomly. My Realme Narzo 60 experience was bad.,1,2024-08-07 20:53:00,R8311,Hindi-English
P10121,iPhone 15,Mobile Phone,The phone gets laggy even during basic tasks. My iPhone 15 experience was bad.,2,2025-04-07 05:53:00,R2213,Tamil-English
P10122,Vivo T2,Smartphone,"Camera quality is disappointing, especially in low light. My Vivo T2 experience was bad.",2,2024-10-24 10:14:00,R9882,Hinglish
P10123,Nothing Phone 2,Mobile Phone,Fingerprint sensor is fast and accurate. I liked the Nothing Phone 2.,4,2024-07-24 04:44:00,R2988,Hinglish
P10124,Vivo T2,Android Phone,The phone gets laggy even during basic tasks. My Vivo T2 experience was bad.,2,2025-07-18 04:25:00,R8657,English
P10125,Oppo Reno 11,iOS Phone,Performance is smooth and apps open quickly. I liked the Oppo Reno 11.,5,2025-02-24 13:58:00,R9612,English
P10126,iPhone 14,iOS Phone,Great camera if you enjoy blurry photos. I am talking about the iPhone 14.,1,2025-11-27 17:39:00,R8632,Hindi-English
P10127,Xiaomi Redmi Note 13,iOS Phone,"Premium feel, budget-level performance. I am talking about the Xiaomi Redmi Note 13.",1,2024-02-26 04:14:00,R9238,Hinglish
P10128,Xiaomi 13 Pro,Android Phone,Battery is excellent — it dies before lunch. I am talking about the Xiaomi 13 Pro.,2,2024-12-20 17:42:00,R4694,Hindi-English
P10129,OnePlus Nord CE 3,Android Phone,Charging speed is slower than expected. My OnePlus Nord CE 3 experience was bad.,1,2025-10-02 10:20:00,R3050,English
P10130,Xiaomi Redmi Note 13,Mobile Phone,Battery is excellent — it dies before lunch. I am talking about the Xiaomi Redmi Note 13.,1,2025-07-31 01:24:00,R6531,English
P10131,Realme Narzo 60,Mobile Phone,This phone really likes to restart itself for fun. I am talking about the Realme Narzo 60.,2,2025-09-24 21:48:00,R7825,English
P10132,Realme GT 6,iOS Phone,Battery is excellent — it dies before lunch. I am talking about the Realme GT 6.,1,2025-02-19 10:09:00,R5012,Tamil-English
P10133,Xiaomi 13 Pro,iOS Phone,Speaker quality is weak and distorted. My Xiaomi 13 Pro experience was bad.,1,2025-05-10 15:51:00,R7809,Hinglish
P10134,Vivo V27,Android Phone,Charging speed is slower than expected. My Vivo V27 experience was bad.,1,2025-02-12 04:27:00,R6658,Hindi-English
P10135,Vivo V27,Mobile Phone,"So fast, I had time to make tea while it loaded. I am talking about the Vivo V27.",1,2024-05-05 09:07:00,R8642,Tamil-English
P10136,iPhone 15,Smartphone,"The display is bright, clear, and enjoyable to use. I liked the iPhone 15.",4,2025-01-28 21:00:00,R5754,Tamil-English
P10137,Vivo V27,Android Phone,Fingerprint sensor is fast and accurate. I liked the Vivo V27.,5,2024-06-12 17:00:00,R4110,Tamil-English
P10138,Motorola G84,Smartphone,Screen brightness is poor and hard to see outdoors. My Motorola G84 experience was bad.,1,2025-02-06 17:15:00,R2475,Tamil-English
P10139,Vivo T2,Smartphone,"Premium feel, budget-level performance. I am talking about the Vivo T2.",1,2024-10-15 16:53:00,R1828,Tamil-English
P10140,iPhone 15,iOS Phone,"Wonderful device, except for the constant heating. I am talking about the iPhone 15.",1,2024-09-27 12:29:00,R3194,Tamil-English
P10141,Oppo Reno 11,Smartphone,Battery is excellent — it dies before lunch. I am talking about the Oppo Reno 11.,2,2025-01-06 18:53:00,R4189,Hindi-English
P10142,Nothing Phone 2,iOS Phone,Great camera if you enjoy blurry photos. I am talking about the Nothing Phone 2.,1,2025-09-30 23:13:00,R5582,English
P10143,Oppo Reno 11,Android Phone,"The display is bright, clear, and enjoyable to use. I liked the Oppo Reno 11.",5,2025-07-25 12:28:00,R6555,Hinglish
P10144,Nothing Phone 2,Smartphone,This phone really likes to restart itself for fun. I am talking about the Nothing Phone 2.,2,2024-02-09 04:40:00,R1742,Hindi-English
P10145,Xiaomi Redmi Note 13,Mobile Phone,Storage fills up too quickly for normal use. My Xiaomi Redmi Note 13 experience was bad.,2,2025-09-19 10:52:00,R6373,Hinglish
P10146,Vivo V27,iOS Phone,Speaker quality is weak and distorted. My Vivo V27 experience was bad.,1,2025-05-01 00:34:00,R5911,Hindi-English
P10147,Oppo A78,Android Phone,Not worth the money at all. My Oppo A78 experience was bad.,1,2025-09-03 16:11:00,R1436,Hindi-English
P10148,Samsung Galaxy S23,iOS Phone,Performance is smooth and apps open quickly. I liked the Samsung Galaxy S23.,4,2025-06-20 21:28:00,R3793,Tamil-English
P10149,Samsung Galaxy S23,Smartphone,Storage fills up too quickly for normal use. My Samsung Galaxy S23 experience was bad.,1,2024-01-20 15:03:00,R4125,Hindi-English
P10150,Oppo A78,Mobile Phone,"Top-class device, because waiting is now my new hobby. I am talking about the Oppo A78.",1,2025-05-28 20:52:00,R7723,Tamil-English
P10151,Xiaomi Redmi Note 13,Mobile Phone,"Wonderful device, except for the constant heating. I am talking about the Xiaomi Redmi Note 13.",1,2025-11-09 16:19:00,R6325,Tamil-English
P10152,Motorola Edge 40,Android Phone,Not worth the money at all. My Motorola Edge 40 experience was bad.,2,2024-12-28 23:04:00,R9950,Hindi-English
P10153,OnePlus Nord CE 3,Mobile Phone,The device heats up too much after short use. My OnePlus Nord CE 3 experience was bad.,2,2025-07-25 10:11:00,R5571,Hinglish
P10154,OnePlus Nord CE 3,iOS Phone,The device heats up too much after short use. My OnePlus Nord CE 3 experience was bad.,1,2025-05-06 11:54:00,R6194,Hindi-English
P10155,Poco X6 Pro,iOS Phone,Battery drains too fast and barely lasts half a day. My Poco X6 Pro experience was bad.,2,2024-12-19 04:59:00,R7464,Hindi-English
P10156,iPhone 14,Android Phone,"The display is bright, clear, and enjoyable to use. I liked the iPhone 14.",4,2025-11-02 08:45:00,R8247,Tamil-English
P10157,Poco X6 Pro,Android Phone,"The display is bright, clear, and enjoyable to use. I liked the Poco X6 Pro.",4,2024-05-20 03:43:00,R5450,Hinglish
P10158,Nothing Phone 2,Mobile Phone,Speaker quality is weak and distorted. My Nothing Phone 2 experience was bad.,2,2024-02-23 03:25:00,R4814,Tamil-English
P10159,iPhone 15,Mobile Phone,"Wow, such a great phone — it turned my calls into silence. I am talking about the iPhone 15.",2,2025-07-17 05:23:00,R1084,Tamil-English
P10160,Motorola G84,Mobile Phone,The phone gets laggy even during basic tasks. My Motorola G84 experience was bad.,1,2024-11-24 09:44:00,R5706,English
P10161,Poco X6 Pro,Smartphone,Gaming works really well without much heating. I liked the Poco X6 Pro.,5,2025-03-03 06:00:00,R3868,English
P10162,Xiaomi 13 Pro,Android Phone,Speaker quality is weak and distorted. My Xiaomi 13 Pro experience was bad.,2,2024-01-10 10:11:00,R1613,English
P10163,Motorola Edge 40,iOS Phone,Screen brightness is poor and hard to see outdoors. My Motorola Edge 40 experience was bad.,1,2025-05-31 15:58:00,R3198,Hindi-English
P10164,Vivo V27,Mobile Phone,"Amazing phone, it freezes every time I open an app. I am talking about the Vivo V27.",2,2025-10-25 08:46:00,R8518,Hinglish
P10165,Realme GT 6,Mobile Phone,Storage fills up too quickly for normal use. My Realme GT 6 experience was bad.,2,2025-09-17 21:48:00,R3875,Tamil-English
P10166,iPhone 14,iOS Phone,Speaker quality is weak and distorted. My iPhone 14 experience was bad.,1,2024-07-08 04:47:00,R2562,Tamil-English
P10167,Samsung Galaxy A54,Android Phone,"Wonderful device, except for the constant heating. I am talking about the Samsung Galaxy A54.",2,2024-08-29 15:14:00,R7284,Hindi-English
P10168,Samsung Galaxy A54,Android Phone,It keeps hanging and restarting randomly. My Samsung Galaxy A54 experience was bad.,2,2024-08-29 02:07:00,R6890,English
P10169,Xiaomi 13 Pro,iOS Phone,Great value for money in this price range. I liked the Xiaomi 13 Pro.,5,2024-11-14 23:33:00,R9233,English
P10170,OnePlus 11,Mobile Phone,"Top-class device, because waiting is now my new hobby. I am talking about the OnePlus 11.",2,2025-05-04 05:13:00,R3188,Tamil-English
P10171,Oppo A78,iOS Phone,Not worth the money at all. My Oppo A78 experience was bad.,1,2025-11-11 07:27:00,R9806,Hinglish
P10172,Nothing Phone 2,iOS Phone,Battery drains too fast and barely lasts half a day. My Nothing Phone 2 experience was bad.,1,2025-01-05 02:39:00,R9653,English
P10173,Poco X6 Pro,Mobile Phone,Camera quality is excellent and photos come out very sharp. I liked the Poco X6 Pro.,4,2024-12-01 17:45:00,R3695,Tamil-English
P10174,Motorola G84,Smartphone,"Camera quality is disappointing, especially in low light. My Motorola G84 experience was bad.",2,2025-04-01 01:53:00,R9361,Tamil-English
P10175,Motorola Edge 40,Smartphone,Perfect for gaming if you like watching lag. I am talking about the Motorola Edge 40.,2,2025-11-19 10:31:00,R8575,English
P10176,Samsung Galaxy A54,Mobile Phone,The phone gets laggy even during basic tasks. My Samsung Galaxy A54 experience was bad.,1,2024-02-16 14:27:00,R2196,Hindi-English
P10177,iPhone 14,iOS Phone,Performance is smooth and apps open quickly. I liked the iPhone 14.,5,2024-10-20 13:57:00,R1519,Hinglish
P10178,Vivo T2,iOS Phone,Charging speed is slower than expected. My Vivo T2 experience was bad.,1,2025-01-21 12:49:00,R8348,English
P10179,Vivo T2,Smartphone,"Top-class device, because waiting is now my new hobby. I am talking about the Vivo T2.",1,2025-07-04 13:24:00,R3924,Hinglish
P10180,Samsung Galaxy A54,Smartphone,Charging is quick and the phone stays cool. I liked the Samsung Galaxy A54.,5,2025-04-19 22:59:00,R5888,Tamil-English
